Publication Number,Title,Abstract,All Claims,First US Classification,All CP Classifications,All IP Classifications
CN2137976,"Electrically driving cat toy","The utility model relates to an electrically driving cat toy which is a remote control type electronic toy. A bottom disk is arranged on the lower part of the casing of a cat body and the bottom disk is provided with a receiver circuit a cat call vocalization circuit a cat eye glittering circuit etc.; the bottom disk is also provided with the walking mechanism of a cat toy and a rotary countermarch mechanism of the cat toy; eyes are white eyeballs and black eyeballs which are composed of a transparent coronary body and a transparent circular body; the center of each black eyeball is provided with an LED; in addition a transmitter manipulated by a person can control the walking or the countermarch of the cat and can cause the cat to sent out cat&#39;s call of various tones and the cat&#39;s eyes can emit light. The utility model can not only serve as a high-grade toy but also be used for driving out of mice tentatively.","1, a kind of electronic bionical cat, comprising the cat body case is arranged, its surface is provided with fine hair, and cat body head is provided with opal; It is characterized in that: also be provided with a chassis 17 in the bottom of cat body case, chassis 17 is provided with walking and the rotation backward gear of bionical cat; Also be provided with circuit board 14 on the chassis 17, it is provided with the receiver circuit that is made of utmost point amplifying circuit, direct current amplification driving circuit before superregenrative reception detecting circuit, the detection, is provided with also that circuit and motor positive and inverse circuit are connected in the delay that is made of integrated package, relay, the mewing phonation circuit that is made of integrated package and the opal flasher circuit that is made of transistor and light emitting diode; The white of the eye of opal is transparent crown body, and iris is the transparent rounded body of painted black, and light emitting diode is equipped with at the iris center.
			
			  
				    2, electronic bionical cat according to claim 1, it is characterized in that: walking of the bionical cat on the above-mentioned said chassis 17 and rotation backward gear, the front portion, chassis is an automatic guiding system, its axis of guide 11 1 ends are fixed within the universal pedestal 13 as axle center "" O "" point, after the other end limited bar in gag lever post 12 is spacing, make the axis of guide 11 in 036  of circular arc, to rotate, a directive wheel 10 is housed on the axis of guide 11; The rear portion on chassis 17 is provided with a driving shaft 15 and two driving wheel 5, also has a motor 16, also is provided with decelerator 4 between motor and driving shaft; 17 middle part is provided with battery pack 8,9 on the chassis; 17 rear portions, chassis are provided with functional switch 1,2 and tone potentiometer 3.
			
			  
				    3, electronic bionical cat according to claim 14, it is characterized in that: the concrete structure of above-mentioned said receiver circuit is: C
          7Receive between VT1 base stage and the ground L
          1And C
          2Be connected in parallel between VT1 colelctor electrode and the emitter stage, inductance GZL receives VT1 emitter stage and and R
          4, C
          9Be connected in series to ground, C
          1Receive between antenna Tx and the VT1 colelctor electrode and and L
          1, C
          2Receive resonant tank common the composition; C
          6Join C with the VT2 base stage
          8And R
          3Receive between the base stage and colelctor electrode of VT2, VT2 launches ground connection, and the colelctor electrode of VT2 also meets a coupling capacitance C
          10VT3, VT4 form directly coupling dc amplifier, and relay KR 1 is connected C by R9 with the VT4 colelctor electrode
          13Receive between KR1 and the ground C
          10Connect the base stage of VT3 through voltage multiplying rectifier diode VD1, VD2.
        
			  
			  
				    4, electronic bionical cat according to claim 1, it is characterized in that: the concrete structure that circuit is connected in above-mentioned said delay is: pin 4, the pin 8 of ic chip 1 link to each other with positive source, C14 anode and positive source join, and negative terminal and R10 one end and IC1 pin 6, pin 2 link to each other R
          10The other end and IC1 pin 1 direct ground connection, IC1 pin 3 is by KR2 ground connection.
        
			  
			  
				    5, electronic bionical cat according to claim 1, it is characterized in that: the concrete structure of above-mentioned said mewing phonation circuit is: trigger capacitor C 15 and join with ic chip 2 pin 2, IC2 pin 3, pin 6 is connected to positive source by R11 jointly, IC2 pin 1 is formed the tone adjusting by VR and is joined with positive source, a capacitor C 17 in parallel between IC2 pin 10 and the pin 11, IC2 pin 7 ground connection, IC2 pin 9 is received capacitor C 16 to ground, IC2 pin 15 is through coupling capacitance C18 to IC3 pin 3, IC3 pin 2, pin 4 common grounds, pin 6 connects capacitance cathode, and pin 5 is connected serially to ground through C19 and loudspeaker SP.
			
			  
				    6, electronic bionical cat according to claim 1, it is characterized in that: the concrete structure of above-mentioned said opal flasher circuit is: the grounded emitter of transistor VT5, light emitting diode VD3 connects with VD4, VD4 anode and positive source join, VD3 negative terminal and VT5 colelctor electrode join, and the base stage of VT5 is passed through resistance R
          12Join with 15 pin of IC2.
        
			  
			  
				    7, a kind of electronic bionical cat, by a telecontrol transmitter control, emitter includes shell, button, antenna, circuit board, it is characterized in that: circuit board is provided with by complementary self-excited oscillator, 3 of the capacitive feedback formulas telecontrol transmitter circuit that device and emission indication form that shakes.
			
			  
				    8, electronic bionical cat according to claim 7, it is characterized in that: the concrete structure of above-mentioned said telecontrol transmitter circuit is: triode VT1 colelctor electrode inserts capacitor C
          2And link to each other capacitor C with the VT2 base stage
          3Receive between VT1 base stage and the VT2 colelctor electrode and and R
          2Common feedback network, VT1 grounded emitter, the capacitor C formed
          4Receive between VT2 colelctor electrode and the VT3 base stage C
          5Receive the VT3 collector loop, wherein C6 and L constitute shunt-resonant circuit, capacitor C
          9Insert between VT3 colelctor electrode and the antenna Tx.",446336000,"A63H0013020000 | A63H0029220000 | A63H0030000000","A63H01302000 | A63H02922000 | A63H03000000"
TWI386248,"Pupil assembly and eye ball of toy","The present invention relates to a pupil assembly of toy. The pupil assembly includes a pupil main body a pupil element and two electrodes. The pupil element is made of electrostrictive material. The pupil element is electrically connected to the two electrodes. The pupil main body includes a cavity. The pupil element is fixed in the cavity. The pupil element can distort when the pupil element is applied voltage. So the pupil can be changed by changing the volume of the pupil element to express emotion. The present invention also provides an eye ball of a toy having the pupil element.",">
      <claim-text>A pupil assembly comprising a pupil body, a pupil body and two electrodes, the pupil body being made of an electrostrictive material, the pupil body being electrically connected to two electrodes, the pupil body having a cavity, The pupil body is fixed in the cavity, the pupil body is composed of two pieces of curvature of the spherical glass, which are bonded at the edges and are in the shape of the two balls Wherein the curvature of a spheroidal glass sheet is equivalent to the surface curvature of an eyeball body and is adhered to the surface of said eyeball body.</claim-text>
    </claim>
    <claim num=""2"">
      <claim-text>The toy pupil assembly according to claim 1, wherein the pupil body is made of a colored material.</claim-text>
    </claim>
    <claim num=""3"">
      <claim-text>The toy pupil assembly according to claim 1, wherein the pupil body is cylindrical, circular or spherical.</claim-text>
    </claim>
    <claim num=""4"">
      <claim-text>The pupil assembly according to claim 1, wherein the pupil body is fixed to the center of the pupil body.</claim-text>
    </claim>
    <claim num=""5"">
      <claim-text>The toy pupil assembly according to claim 1, wherein the material of the pupil body is made of glass or plastic.</claim-text>
    </claim>
    <claim num=""6"">
      <claim-text>The pupil assembly according to claim 1, wherein the material of the pupil body is an ion exchange membrane, a gel polymer, a perfluorinated sulfonic acid polymer, a self-assembled monolayer polymer, an electrostrictive Type polymer, an electrostatic type polymer or a piezoelectric type polymer.</claim-text>
    </claim>
    <claim num=""7"">
      <claim-text>A toy eye assembly comprising a eyeball body and a toy pupil assembly, the eyeball body being fixed to the eyeball body, wherein the toy pupil assembly includes a pupil body, a pupil body, and two electrodes , Said pupil body being made of an electrostrictive material, said pupil body being two
The pupil body is provided with a cavity, the pupil body is fixed in the cavity, the pupil body is composed of two pieces of spherical spherical glass with equivalent degree of curvature, Forming a cavity in the middle of said two pieces of spherical glass; wherein the curvature of a spine-missing glass sheet is equal to the surface curvature of said eyeball body and is bonded to said eyeball body On the surface.</claim-text>
    </claim>
    <claim num=""8"">
      <claim-text>The eyeball according to claim 7, wherein the pupil body is made of a colored material.</claim-text>
    </claim>
    <claim num=""9"">
      <claim-text>The eyeball according to claim 7, wherein the pupil body is cylindrical or spherical.</claim-text>
    </claim>
    <claim num=""10"">
      <claim-text>The eyeball according to claim 7, wherein the pupil body is fixed to the center of the pupil body.</claim-text>
    </claim>
    <claim num=""11"">
      <claim-text>The object of the pupil body is an ion exchange membrane, a gel polymer, a fluorinated sulfonic acid polymer, a self-assembled monolayer polymer, an electrostrictive type A polymer, an electrostatic type polymer, or a piezoelectric type polymer.</claim-text>
    </claim>
  </claims>",446389000,"A63H0003380000 | A63H0003400000 | H02N0002020000","A63H00338000 | A63H00340000 | H02N00202000"
CN106492469,"Intelligent robot toy","The invention provides an intelligent robot toy. The intelligent robot toy comprises a camera I a tablet computer a voice player a power supply a scanning probe a signal receiver a remote controller and a studying card wherein the tablet computer has a wireless internet surfing function and is provided with the camera I to transmit data to a mobile terminal during real-time camera shooting; the remote controller is used for sending out a remote control signal and the signal receiver is used for receiving the signal; the signal receiver is used for transmitting the received signal to the tablet computer; a two-dimensional code is arranged on the studying card and the scanning probe is used for scanning the two-dimensional code of the studying card to confirm information; the power supply is used for supplying electric energy to the camera I the tablet computer the voice player the scanning probe and the signal receiver. The intelligent robot toy is simple in structure and convenient to operate and can be used for improving the operation ability of children so that children can obtain studying pleasure in the playing process the studying efficiency and intelligence of children can be improved. Furthermore the intelligent robot toy has a function of supervising child studying so that studying of children cannot be impacted by playing and intelligence growth of children cannot be influenced.","1 this utility model claims an intelligent robot toy wherein: Said intelligent robot toy comprises a camera a flat computer
 Voice player with power source scanning probe signal receiver of remote controller and study cards said camera is set on robot
 Of the toy eye part of said flat panel computer touch screen is flat computer and is set on the robot toy the breast of said flat panel computer
 With wireless network function and can be set into the camera a real time image the data is transmitted to the mobile terminal the voice playing
 Electric source scanning probe and signal receiving device is set in the robot toy the belly part of the said remote controller is used for sending remote control signal
 From the signal receiver receives signal said signal acceptor the received signal is sent to the flat computer the study card is
 Is set on the two-dimension code and the scanning probe of scanning the two-dimension code mode confirmation information of said power supply is camera head a flat computer
 Voice player scanning probe and signal receiver for supplying electric energy
According to claim 1 said intelligent robot toy wherein: Said intelligent robot toy and it also comprises a second camera and microphone said camera 2 is set on the robot toy the eye part and it is composed of flat computer the real-time image data transmission mobile terminal said microphone is set on the robot toy the mouth of part.
According to claim 1 or 2 wherein the intelligent robot toy wherein: Said intelligent robot toy also includes controller a drive electric motor and driving wheel said controller is set on the robot toy the belly part of the said driving electric motor is set on the robot toy body the lower part of said driving wheel is set on the robot toy of sole said power supply is controller and the driving electric motor to provide electric energy said controller controls the driving electric machinery starting and closing of said driving electric motor drives the driving wheel to rotate.",446002000,A63H0013000000,"A63H01300000 | A63H02922000 | A63H03004000"
AU2010100523,Brakebuddy,"Abstract Brakebuddy is a plush toy approx 2cm tall with wires running internally through the body of the toy connected to 2 red 12 volt led lights that substitute as the toys eyes the wires connected to the led light exits the toy at the rear of the toy at the base and has a electrical plug in connector attached to the end of it. Brakebuddy is a plush toy approx 2cms tall with wires running internly through the body of the toy connected to 2 red 12 volt led lights that substitute as the toys eyes The wires connected to the led light exits the toy at the rear of the toy at the base and has a electrical plug in connector attached to the end of it",,446389000,"A63H0003006000 | A63H0003020000 | A63H0003380000","A63H00338000 | B60Q00900000"
TWM347209,"Anti-jamming mechanism of toy gun",,"1, the anti-card mechanism for a toy gun, a toy gun is disposed in the bottom of the bolt gear bolt assembly, comprising: a first gear on one side with a recess, the recess center bran a separation block, the other  side is provided with a projection, inflammation to mandrel throughout provided in the concave portion, the dividing piece with the central projection, the bottom of the recess provided with at least one concave hole on one side of the spacer block of the first . a gear portion of the peripheral parts of the region has teeth;  at least one pawl, the Department of 6 fonts, which has a claw with a bang tie brigade to which the pawl shaft bored, its tip portion is provided with a claw horizontal section, the detent pawl shaft system to one of the stern into the recessed hole of the first gear so that the pawl is pivoted on the first roll of the bottom tooth recess, the other having a pawl disposed in the reset the other end of the resilient pawl shaft Beirut, hooked one end of the elastic body resets the pawl and the other end abuts on the mandrel; a ring gear, in the face of the public side of the concave portion of the first gear has an outer circular edge of the stopper pawl executors, within the limit of the pawl track of the edge of the semicircle of the two-phase displacement to form # Lu 2 corresponds to the contact portion of the horizontal section of the pawl, the ring gear its pawl limit enforcement and closing the channel into the recess so that the detent pawl limit access to the track 'of the ring gear teeth with a peripheral rings; capping' provided in the ring gear is different from the pawl limit enforcement side of the Road. 2. Toys eye patent application scope of paragraph 1 of the rush of anti-card mechanism further comprises a parallel assembly disposed in the rush - piece body side of the passage, which - with a first creep goes bump another the second passage having at one end a projection. 3. Toys eye patent application scope of paragraph 2 of the grab of the anti-card body, wherein the first 15 M347209 a bump of having a gear corresponding to the second portion goes bump it goes. 4. A toy according to any one of the first 1-3 patent grab range of anti-card body, wherein the cover has a central perforation for the mandrel therethrough, the closure on the two sides of the corresponding perforation in another position of the pawl shaft with at least one perforation for the pawl shaft is provided at one end of the return of the elastomer, which runs through Additionally, the cover has two holes for two screws lock. which is set to the first a gear, a ring gear and capping combined into one. 5. The application of the anti-card agencies toy patentable scope of the item 4, wherein the sub & gt; spacer system for the S-type, and the other side are each provided with an opening. 6, such as anti-card body of a toy gun scope of the patent in item 5, wherein the detent pawl with the system located in the opening of the spacer block. 7. The scope of patent applications in any one of the toy of the anti-card agencies or six first 1,2,3,5, wherein the system is reset elastic torsional basketful. 8. The toy of the patent application scope of paragraph 4 anti-card body, wherein the system is reset elastic torsional Ze. X. drawings: Page summarized as follows</claim-text>
    </claim>
  </claims>",446405000,A63H0005040000,A63H00504000
KR850002029,"Doll's eye","No information.","1) to the shovel chakbong (1 ') is projecting and the surface portion (3) to the eye (4) hayeoseo print thereon the convex lens 5, the method being adhered integrally toys one side of the eye (1) eye of a stuffed toy characterized in that it forms a protrusion (2) of the tear-drop shape to open.",446389000,A63H0003380000,A63H00338000
CN2060084,"Toy figurine with glistened eyes","The utility model relates to a toy figurine with glistened eyes comprising a figure housing or a scarfskin like a person model or an animal model two light emitting diodes which are inlaid in the eyes a glistened circuit installed in the figure and a power source. The circuit of the utility model is simple and less power expenditure.","A kind of have personage or an animal-shaped doll, and it comprises body shell or crust, it is characterized in that being equipped with by transistor BG in body inside
          1, BG
          2, resistance R
          1, R
          2Intermittent oscillation circuit and the power supply of forming with capacitor C and be embedded in the flasher circuit that two light emitting diodes that toy "" eyes "" locates are formed.",446389000,A63H0003380000,A63H00338000
KR890001446,"Moving apparatus of toy","No information.","1) bound the jaw core (6) constituting the lower jaw of the toy mouth at the front end to the support shaft (7) and the jaw core member 6 has arc-shaped rear end both large plate 8, 8 'of the formed integrally the operation yuseol above to be connected to the rollers 5, 5 'chakseol to the axis of rotation of the by binding the rabeo band 10 11 between the lower end of the reduction gear and the other rotational shaft is installed a cam (9) load thereby operating the lifting (12) and its front and toys eye by binding the 14 cross-connected between the rear end of the 13 toys eye 13 is the about the center axis 15 to the point. doing so be flow ipnolrim apparatus of the toy.",446002000,A63H0013000000,"A63H01300000 | A63H01300000 | A63H01300000 | A63H01300000"
CN208176959,"A kind of tenon elephant toy based on ar technology","The utility model discloses a kind of Tenon elephant toys based on AR technology of toy art including toy head toy predecessor body and toy tail after toy toy head side wall is fixedly installed No.1 tenon the side wall of toy predecessor offers No.1 mortise No.1 tenon and No.1 mortise cooperate therebetween detachable the bottom of toy head offers No.1 slot toy predecessor side wall offers No. two slots bayonet lock is provided in No.1 slot and No. two slots the other end of toy predecessor is provided with No. two mortises the side wall of body is fixedly installed No. two tenons after toy No. two tenons and No. two mortises cooperate therebetween detachable the side wall of toy tail offers No. three mortises No. three mortises run through the side wall of toy tail entire mechanism is convenient for child&#39;s operation child can realize preset Three-Dimensional Dynamic image by cell phone application It opens APP directly to be interacted with reality be operated by the design of a variety of joinery and its constructions learn joinery and its construction convenient for child.","1. a kind of Tenon elephant toy based on AR technology, including body (3) and object for appreciation after toy head (1), toy predecessor (2), toy
Have tail (4), it is characterised in that: toy head (1) side wall is fixedly installed No.1 tenon (101), the toy predecessor (2)
Side wall offers No.1 mortise (102), and the No.1 tenon (101) and No.1 mortise (102) cooperate, removable therebetween
It unloads, the bottom of the toy head (1) offers No.1 slot (201), and toy predecessor (2) side wall offers No. two slots (202),
It is provided with bayonet lock (203) in the No.1 slot (201) and No. two slots (202), the other end of the toy predecessor (2) is provided with two
Number mortise, the side wall of body (3) is fixedly installed No. two tenons (301), No. two tenons (301) and No. two tenons after the toy
Eye cooperates, and detachable therebetween, the side wall of the toy tail (4) offers No. three mortises (401), No. three mortises
(401) run through the side wall of toy tail (4), the two sides of No. three mortises (401) are respectively arranged with No. four tenons (402), described
The side wall of body (3) is provided with No. three tenons (403) and No. four mortises, No. three tenons (403) and No. three mortises after toy
(401) it cooperates, detachable therebetween, No. four tenons (402) cooperate with No. four mortises, removable therebetween
It unloads.
2. a kind of Tenon elephant toy based on AR technology according to claim 1, it is characterised in that: the bayonet lock and one
Number slot (201) and No. two interior activities of slot (202) are combined with bayonet lock (203), and are fitted closely with bayonet lock (203).
3. a kind of Tenon elephant toy based on AR technology according to claim 1, it is characterised in that: the No.1 tenon
(101), No. two tenons (301), No. three tenons (403), No. four tenon (402) sizes are different.
4. a kind of Tenon elephant toy based on AR technology according to claim 1, it is characterised in that: No. three tenons
(403) side wall through toy tail (4) is equipped with corner block.
5. a kind of Tenon elephant toy based on AR technology according to claim 1, it is characterised in that: the toy head
(1), body (3) and toy tail (4) are made of plastic material after toy predecessor (2), toy.",446097000,A63H0003160000,"A63H00316000 | A63F01365000 | A63H00346000"
KR900004768,"Eye of toy","No information.","1) is in the lower toy body (2) of the eye formed on the body (2), then the thick a top central portion to form an insertion hole (3) The part inserted into the bottom surface of the iris (4) 5, the toy eye for hayeoseo form a transparent cornea (6) above, insert the iris 4 is formed.",446389000,A63H0003380000,"A63H00338000 | A63H00338000 | A63H00338000"
CN2059099,"Toy with flash eyes","The utility model relates to a toy with flash eyes comprising a housing like a person model or an animal model and a flash circuit installed in the cavity of the housing. Because the flash circuit comprises an intermittently oscillating circuit and an energy storing circuit a one-number battery (1.5 volts) can cause a light emitting diode whose working electric voltage is more than 1.5 volts to illuminate and simultaneously the volume of the circuit is reduced so as to be installed in the cavity of an animal doll.","1, a kind of have personage or an animal-shaped doll, and it comprises the body shell, it is characterized in that being equipped with by transistor BG in the inside of body shell
          1, BG
          2, resistance R
          1, R
          2And capacitor C
          1The intermittent oscillation circuit of forming is by resistance R
          3, R
          4And capacitor C
          2Form tank circuit and power supply and be embedded in the flasher circuit that two light emitting diodes that toy "" eyes "" locates are formed.
        
			  
			  
				    2, a kind of have personage or an animal-shaped doll as claim 1 is said, it is characterized in that said supply voltage is 1.5 volts.",446389000,A63H0003380000,A63H00338000
KR200443281,"Stuffed toy filled with super absorbent polymer","This devise is filled with the filling inside the area by sewing the fabric (cloth) dolls and a variety of animal shapes with respect to the stuffed toys to form a three-dimensional by using bead-shaped super-absorbent resin nor to the use of cotton or a packing filler super-absorbent resin of high absorption state of contraction and expansion according to the moisture absorption amount of stuffed toys eye without leakage variable that is the superabsorbent resin relates to a charged plush toys. Stuffed toys (1) of the subject innovation is the shape of the toy by laminating a water permeable fabric endothelium 20 to be transmitted through the water to the inner surface of the outer shell fabric is a conventional water-permeable water is used as the outer covering of plush toys transmission 10 sewing to match and sew the inside space (S) partitioned by the outer shell fabric 10 and the endothelial fabric 20 which expands in the form of bead-shaped beads (31) when the water-absorbing and water-absorbent resin 30 is configured by a charge in an amount corresponding to the volume of the inner space (S); The outer shell fabric 10 and the endothelial fabric 20 is permeable yet at least the endothelial fabric 20 is the superabsorbent resin bead type the bead 31 does not transmit the bead of the woven 30-impermeable fabric and is characterized in that the stitching made with said bead (31) does not leak sweat dense (2).","normal endothelial permeable fabric that is transmitted to the inner surface of the water permeable fabric sheath 10 to be transmitted through the water to be used as the outer covering of plush toy 20 in a laminate to fit the shape of the toy, and sewing, sewing the outer shell fabric 10 and the inside space (S) partitioned by the endothelial fabric 20, the bead-shaped, super-absorbent resin (30) to expand in the shape of the bead 31 when absorbing water interior space charge in an amount corresponding to the volume of the (S) configuration, and by;  The outer shell fabric 10 and the endothelial fabric 20 is permeable, at least while the dough endothelium 20 is the type of the expansion bead diameter around 0.1 ~ 1 mm, and a water-absorbent resin (30) is transmitted through does not woven bead - which is impermeable fabric, sewing the fabric of the endothelium (20) has been made by the bead-shaped superabsorbent resin 30 does not leak to 20 7 per inch sweat, the bead-shaped, super-absorbent resin (30 ) is characterized in that the internal space (S) is filled with 1.2% to 10% of the weight of which can accommodate, sewn toy charging the superabsorbent resin 
 Delete 
 according to claim 1,  The interior space (S) has at least one of the additives of the perfume and antimicrobial agent (40), characterized in that is added, the water absorbent resin and the charge is stuffed toys. 
 according to claim 1,  The bead-shaped superabsorbent resin 30 is charged plush toys, characterized in that the superabsorbent resin is added to the filled capsule 32 that is readily soluble or easily broken in water.",446044000,"A63H0003020000 | A63H0003040000 | A63H0003480000 | A63H0009000000","A63H00302000 | A63H00300000"
IT1148443,"Endocular lens for patients with degenerations of the retina central zone",,"1) - Negative power endoocular lens characterized by being able to be positioned in the back of the eye.</claim-text>
    </claim>
    <claim num=""2"">
      <claim-text>2. The endoocular lens according to claim 1, characterized in that it has a power, and is configured in such a way as to provide a magnification of the image on the retina and an ample field of view when used in conjunction with an outer positive lens. N -1  ': O tu> CQ</claim-text>
    </claim>
    <claim num=""3"">
      <claim-text>3) - Endoocular lens according to claim 1, characterized in that it is provided with supporting fitting members for positioning the lens in the camerapiece of the eye.</claim-text>
    </claim>
    <claim num=""4"">
      <claim-text>4) - Endoocular lens according to claim 1, characterized in that it has a power of about -10 to -100 diopters.</claim-text>
    </claim>
    <claim num=""5"">
      <claim-text>5) - Endoocular lens according to claim 4, characterized by having a power of about -40 to -100 diopters.</claim-text>
    </claim>
    <claim num=""6"">
      <claim-text>6) - The endoocular lens substantially as described above with reference to the accompanying drawings.</claim-text>
    </claim>
    <claim num=""7"">
      <claim-text>7) - Optical system characterized by the fact that it consists of: a) an endoocular lens capable of being grafted into an occhioe b) the external body.</claim-text>
    </claim>
    <claim num=""8"">
      <claim-text>8. Optical system according to claim 7 characterized in that said endoocular lens has a negative degree and is capable of being positioned within the rear end of an eye.</claim-text>
    </claim>
    <claim num=""9"">
      <claim-text>9. Optical system according to claim 8, characterized in that said outer lens is a lens lens having a positive power to ingest the image on the retina of the eye.</claim-text>
    </claim>
    <claim num=""10"">
      <claim-text>10. Optical system according to claim 7, characterized in that said outer lens is a positive contact lenses.</claim-text>
    </claim>
    <claim num=""11"">
      <claim-text>11) - Optical system according to claim 7, characterized in that said outer lens is a positive Fresnel lens.</claim-text>
    </claim>
    <claim num=""12"">
      <claim-text>12) - Optical system according to claim 7, characterized in that it further comprises a second outer lens, said first outer lens being a lens ejector lens and said second outer lens is negative in contact with the lens. Jiii.M TOZZI srIVia Lake of Lesina, 2700199 ROMA 25</claim-text>
      <img img-format=""tif"" img-content=""drawing"" file=""IT1148443BC00291.tif"" id=""icf0001""/>
      <claim-text>
      </claim-text>
      <img img-format=""tif"" img-content=""drawing"" file=""IT1148443BC00292.tif"" id=""icf0002""/>
      <claim-text>
      </claim-text>
    </claim>
    <claim num=""13"">
      <claim-text>13) - Optical system according to claim 7, characterized in that said outer lens is a toy eye lens spaced from the vertex of the cornea of a certadistance to the vertices and that the power of the lens of the glasses said distance to the vertices is determined for the lens, desired ingrafting.</claim-text>
    </claim>
    <claim num=""14"">
      <claim-text>14) - Optical system according to claim 7 characterized in that said endoocular lens has a positive power and said outer lens has negative power to give a retinacon-reduced image an increased field of view.</claim-text>
    </claim>
    <claim num=""15"">
      <claim-text>15) - Optical system substantially as described in the preamble with reference to the accompanying drawings.</claim-text>
    </claim>
    <claim num=""16"">
      <claim-text>16) - Method for providing enhanced magnification to human eyes that do not have the natural crystalline, the method being characterized in that it comprises1 and operazions of: a) engaging a negative endoocular lens inside the eye-catcher; and b) provide a positive external lens.</claim-text>
    </claim>
    <claim num=""17"">
      <claim-text>17) - Method according to claim 16, characterized in that it comprises the operation of engaging said negative endoocular lens in the rear chamber BERTI.NI TOZZI ss.]. Via Lago di Lesina, 2700199 ROMA 26- of that eye.</claim-text>
    </claim>
    <claim num=""18"">
      <claim-text>18) - Method according to claim 16, characterized in that said outer lens is a contact lens.</claim-text>
    </claim>
    <claim num=""19"">
      <claim-text>19) - Method according to claim 16, characterized in that said outer lens is a Fresnelpositive lens.</claim-text>
    </claim>
    <claim num=""20"">
      <claim-text>20) - Method according to claim 16, characterized in that said outer lens is a lens lens positivada-</claim-text>
    </claim>
    <claim num=""21"">
      <claim-text>21) - Method according to claim 16, characterized in that it further comprises the operation of a second outer lens, said first outer lens being a positive spectacle lens, and said second outer surface being a negative contact lens .</claim-text>
    </claim>
    <claim num=""22"">
      <claim-text>22) - Method according to claim 16, characterized in that said outer lens is a lens lens positivada and said method comprises adjusting the power and distance to the vertices of the ocular lens from the top of the cornea in agreement with the desired magnification of the system.</claim-text>
    </claim>
    <claim num=""23"">
      <claim-text>23) - Method for providing an image retention on the retina of an eye by providing at the same time an increased field of view, which method is characterized in that it comprises the steps of: a) engaging a positive endoocular lens inside the disc eye; and ^ provide a negative external lens.</claim-text>
    </claim>
    <claim num=""24"">
      <claim-text>24) - Method according to claim 23, characterized in that it comprises the engagement of said positive endoocular lens in the rear chamber of said eye.</claim-text>
    </claim>
    <claim num=""25"">
      <claim-text>25) - Method according to claim 23, characterized in that said outer lens is a negative glass lens.</claim-text>
    </claim>
    <claim num=""26"">
      <claim-text>26) - Method according to claim 23, characterized in that said outer lens is a contact lens detached. Roma 29 0TT.1982</claim-text>
      <img img-format=""tif"" img-content=""drawing"" file=""IT1148443BC00311.tif"" id=""icf0003""/>
      <claim-text>
      </claim-text>
    </claim>
  </claims>",351078000,"A61F0002161300 | A61F0002164800 | G02C0007020000","G02C00704000 | A61F00216000 | G02C00702000"
KR890009383,"Washer for dolls eyes","No information.","Between in the washers that hold the rod material toy eye, the dome-shaped washer body (1) a plurality of elongated holes (2) (2 ') (2 ""), (2'"") and the assembly of the central opening (3) in the gap (4 ) to the ground plane at the bottom (4 ') (4') (4 ' ""fasteners (5 to the inner surface, forming a)) (5') (5 ') (5' ') and the washer body (1) auxiliary pin (6) (6 ') (6 "") (6'"") fixed washer of the toy eye, characterized by a formed.",446389000,A63H0003380000,"A63H00338000 | A63H00338000 | A63H00338000"
