Publication Number,Title,Abstract,All Claims,First US Classification,All CP Classifications,All IP Classifications
KR20120097916,"Vaccine injector for infant","The present invention reduces the fear or fear of a syringe that infants or children can feel and relates to an infant vaccination syringe that can be recycled decorated portion for infants or children.  The present invention has a syringe holder (1000) a doll shape that can hold a plurality of syringes usually hanging on the syringe holder (1000) in use doll-shaped syringe used separately from the syringe holder (1000) It relates to a baby immunization syringe comprising (2000).","A syringe holder 1000 capable of mounting a plurality of syringes;  It is in the shape of a doll, it is usually hanging on the syringe holder 1000, in use, doll-shaped syringe (2000) to be used separately from the syringe holder (1000);  Infant vaccination syringe comprising a.
The method of claim 1, wherein the syringe holder 1000  Located on the lower end of the syringe holder 1000, the syringe hanger support (1500);  A syringe hanger pillar 1200 positioned on an upper portion of the syringe hanger 1500 and being a rod-shaped member facing upward;  Located near the upper end of the syringe hanger pillar portion 1200, one side is an open ring member to hang the doll-shaped syringe 2000, a plurality of ring members are fixed to the syringe hanger (1100) ;  Infant vaccination syringe, characterized in that it is a syringe holder formed.
The method of claim 1, wherein the doll-shaped syringe 2000  A doll head part 2500 of a doll head part of the doll-shaped syringe 2000, through which a syringe piston member passes;  A doll member (2570) which is a ring member located in the doll head (2500) and is a hooked portion of the syringe holder (1000);  A doll arm decoration part 2510 which is a lower part of the doll head 2500 and is a doll's arms and shoulders;  A doll clothes decoration part 2520 which is a lower part of the doll arm decoration part 2510 and which is a clothes part of the doll;  An outer body part 2100 positioned inside the doll clothes decoration part 2520 and a container for storing a syringe;  Located in the outer body portion 2100, a syringe cylinder member containing an injection liquid therein, the upper portion of the cylinder is a syringe cylinder (2200) located inside the doll clothes decoration (2520);  A syringe piston 2300 coupled to the syringe cylinder 2200 and passing through the doll arm decoration part 2510 and the doll head part 2500;  Infant vaccination syringe, characterized in that the doll-shaped syringe formed.
The method of claim 3, wherein the doll-shaped syringe 2000  The upper end of the syringe piston 2300 is exposed to the outside through the parietal portion of the doll head 2500,  Infant vaccination syringe, characterized in that the doll shape syringe.
The method of claim 3, wherein the doll-shaped syringe 2000  There is a doll head parietal space 2580 which is an empty space portion toward the inside from the parietal portion of the doll head 2500,  The upper end of the syringe piston 2300 is below the doll head parietal space 2580 so that a user presses and compresses the doll head parietal space 2580 of the doll head 2500 so as to compress the syringe piston ( To reach the top of 2300,  Infant vaccination syringe, characterized in that the doll shape syringe.
The method of claim 1, wherein the infant immunization syringe  The syringe holder 1000 and the doll-shaped syringe 2000 are colored in various colors preferred by infants,  Infant vaccination syringe, characterized in that.",604038000,A61M0005178000,"A61M00517800 | A63H00300000"
JP3089547,Toy,"(57)< Abstract > < Objective >The cloth make toy which uses 0 ion generation materialThe calling paper make toy is offered. < Constitution >As for cloth make toy of this invention 0 ion generation materialAt least with the cloth which it makes contain or makes the fiber come in contact or portion of the surfaceIt features that amount is covered. Paper make toy of this invention0 ion generation material it makes contain or makes the fiber come in contact orIt is one part of the surface being covered at least with the paper specialIt makes collection/symbol. As for cloth make toy for example sewing involving or with doll aru. As for paper make toy for example colored paper folded paper and coating picture figured paperSo it is.","1 > 0 ion generation material in fiber content andOne part of the surface is covered at least with the cloth which it makes come in contact,The cloth make toy which features ru thing. < Claim 2 > The cloth make toy sewing involving or the receiving which is the dollCloth make toy of seeking section 1 statement. < Claim 3 > 0 ion generation material in fiber content andOne part of the surface is covered at least with the paper which it makes come in contact,The paper make toy which features ru thing. < Claim 4 > Paper make toy colored paper, folded paper and coating picture, ChishiroThe paper make toy of the claim 3 statement which is either among the papers.",446264000,A63H0033000000,A63H03300000
KR200207915,Lollipop,"The present design relates to a candy bar in the new structure which can serve as both the plaything a doll etc. may cause the interest of children. According to the present invention in the rod candy top of the candy 12 is provided and a packaging (20) not to get dust or the like provided in the candy 12 of the rod 10 the package 20 includes a bottom or the shape of the inhyeon clothing such as skirts shirts or dresses the children candy bars characterized in that for use as a plaything like a doll play before eating the candy (12) is provided.","In the bar candy top of the candy 12 is provided, and, a packaging (20) not to get dust or the like provided in the candy 12 of the rod 10, the package 20 includes a pants or skirt, T-shirt or is in the shape of a doll clothing such as dresses, children rods, wherein the for use as a plaything, like a doll play before eating the candy (12) candy",425075000,A23G0003000000,A23G00300000
TWM474556,"Improved structure of doll having decoration thereon",,">
      <claim-text>A structure comprising an identification cloth and a filler, wherein the filler doll comprises an identification cloth and a filler and is covered with a cover And the identification weave is knitted by a textile material which is cut in accordance with the outer shape of the filling hole and the surface of the identification cloth is provided with a plurality of ornamental connections and the whole Structure of different patterns.</claim-text>
    </claim>
    <claim num=""2"">
      <claim-text>Wherein the surface of the identification cloth is diversified and sewn at least one pattern of different sizes, the pattern seam is patterned, as described in claim 1, Stripes, animals, or text, or any combination thereof.</claim-text>
    </claim>
    <claim num=""3"">
      <claim-text>As described in claim 2, the structural modification of the doll is decorated with a plurality of ornaments, both of which are attached and fixed in any manner The</claim-text>
    </claim>
    <claim num=""4"">
      <claim-text>Such as the application of the patent scope of the item described in the decoration of the doll with a structural improvement, which is decorated with a number of non-woven accessories, sequins accessories, drilling accessories, bead accessories, strap accessories, tassel accessories and other different products Or any combination thereof.</claim-text>
    </claim>
    <claim num=""5"">
      <claim-text>Such as the structural modification of the doll, as described in claim 1, 2 or 3, wherein the weave recognition weaving is knitted by the textile material.</claim-text>
    </claim>
    <claim num=""6"">
      <claim-text>Such as the structural modification of the doll, as described in claim 1, 2 or 3, wherein the filler is a cotton material or a composite material.</claim-text>
    </claim>
    <claim num=""7"">
      <claim-text>The structure of the upper surface of the identification weave is patterned, striped, animal or any of the identified characters, or any one of them, as described in claim 1, Modular and geometric shapes.</claim-text>
    </claim>
    <claim num=""8"">
      <claim-text>Such as the application of the patent scope of paragraph 1 described in a decoration decorated with dolls, the dolls are filled with dolls or soft dolls.</claim-text>
    </claim>
    <claim num=""9"">
      <claim-text>Such as the application of the patent scope of the first paragraph described in a decoration decorated with dolls, the identification of weaving can be dolls clothing, pants, decorative lace.</claim-text>
    </claim>
  </claims>",446343000,A63H0003360000,A63H00336000
GB112406,"Improvement connected with dolls.","112406. Dean&#39;s Rag Book Co. and Ellett R. E. Oct. 3 1917. Dolls clothing for.-A cap or hood A for the head portion B of a two-faced doll is shaped to fit the head and is movable so as to cover up either face of the doll. The cap &c. is of crescent bag shape with the deeper edges or portions E at the sides of the head B. The cap may be pivoted to the doll&#39;s head by pins F inside the cap engaging holes in the head the pins being preferably connected to a stiffening-strip G secured to the cap as shown in Fig. 6. The cap &c. may be provided with long hair which is turned over with the cap to position the hair on the then back of the doll.","Having now particularly described and ascertained the nature of our said invention, and in what manner the same is to be performed, we declare that . what we claim is:- <RTIgt;].</RTI> Constructing a cap or hood for the Lead portion of two faced dolls of such a shape as to fit the head and be movable so as to cover up cither face. 
 2 Constructing a cap or hood for the head portion of two faced dolls some- what of crescent .bag shape so as to fit the head or be pivoted thereto so as to be capable of movement to cover up either face. 
 3. The constructions of hood or cap for the head of two faced dolls sub- stantially as described and as shown on the annexed drawings.",446321000,A63H0003120000,A63H00312000
US20100325780,"Headwear and clothing jewelry device","An ornamentation device is preferably a jewelry device for temporary attachment to headwear or clothing. The device has two superimposed sides joined at a portion of their periphery and spaced apart from each other at an opposite portion of their periphery to create an opening into which the headwear/clothing would be inserted. A retaining member such as a spring bar on the inner surface of one side firmly holds the device to the headwear/clothing until the retaining member is manipulated to release the headwear/clothing.","1. An ornamentation device for temporary attachment to headwear/clothing comprising a pair of superimposed sides securing together over a portion of their periphery, said sides being spaced from each other over at least a portion of the remainder of their periphery to create an insert opening, a retaining member secured to the inner surface of one of said sides and extending toward the inner surface of the other of said sides whereby a portion of a headwear/clothing inserted through said insert opening by sliding said device over an edge of the headgear/clothing and is firmly held between said inner surfaces of said sides and may be detachably removed upon manual manipulation of said retaining member, and ornamentation being on the outer surface of one of said sides to be visible when said one of said sides is exposed in view while said device is mounted to the headwear/clothing.
2. A device of claim 1 wherein said ornamentation is selected from the group consisting of jewelry, symbol of sports or religion or country or politics or music, advertisement, logo and decoration.
3. The device of claim 1 wherein said ornamentation is jewelry.
4. The device of claim 3 wherein said retaining member is a spring bar.
5. The device of claim 4 wherein said sides are made of shape retaining material.
6. The device of claim 5 wherein said sides are of one piece construction having a fold line which comprises said portion of their periphery.
7. The device of claim 5 in combination with headgear/clothing having an exposed edge, said device being slid over said edge, and said spring bar pressing against said edge to firmly and detachably mount said device to said headgear/clothing.
8. The device of claim 4 in combination with headgear/clothing having an exposed edge, said device being slid over said edge, and said spring bar pressing against said edge to firmly and detachably mount said device to said headgear/clothing.
9. The device of claim 1 wherein said retaining member has resiliency to be resiliently biased against the headwear/clothing.
10. The device of claim 1 wherein said retaining member is selected from the group consisting of a spring member, a resilient filling, magnetic mechanism, adhesive substance, a hooking mechanism, and a pin/puncturing member.
11. The device of claim 1 wherein said ornamentation is on the outer surface of both of said sides.
12. The device of claim 1 wherein said sides are made of shape retaining material.
13. The device of claim 1 wherein said sides are of one piece construction having a fold line which comprises said portion of their periphery.
14. The device of claim 1 in combination with headgear/clothing having an exposed edge, said device being slid over said edge, and said spring bar pressing against said edge to firmly and detachably mount said device to said headgear/clothing.
15. The device of claim 14 wherein said headwear/clothing is selected from the group consisting of caps, hats, beanies, visors, bandanas, hoods, headbands, turbans, and berets.
16. The device of claim 1 in combination with an article of clothing having an exposed edge, said device being firmly and detachably mounted around said edge, and said article of clothing being selected from the group consisting of a collar, a belt, a cuff, a necktie, doll clothing, and pet animal clothing.
17. The device of claim 1 in combination with an object, said device being firmly and detachably mounted to said object, and said object being selected from the group consisting of a folder, a car visor, a stack of papers, a part of a doll, a body part of an organism, and a plant.",002209130,"A42B0001248000 | A41D0027080000 | A44B0099000000","A42B00124000 | A41D02708000"
TWM284420,"Exhibition cabinet for grabber game machine",,"1] described the main component symbols, clip doll machine 12, display cabinets 13, 14 form, locks 15, panel IX patent: 1 A clip doll machine's display cabinets, system - clip doll machine fiscal - display Tan 'the display counter system mounted on the top surface of the clip doll machine, the display on the front side of the pivot of the pivot feature - transparency of the form, so the form can be opened, housed in the space of the display cabinets located there are a plurality of spaced, on those partitions are provided with a plurality of dolls, cloth dolls make visible those outside the form; to serve on the clip doll machine folder dolls, you can simultaneously view the display in the exhibition does not pivot the rag doll. 2. The patent scope of paragraph 1 of the clip dolls of display cabinets, in which the cabinet is provided with a display panel at the top of the form, printed with a pattern on the panel. 7</claim-text>
    </claim>
  </claims>",273297000,A63F0009300000,A63F00930000
CN105106297,"Pharmaceutical composition for treating angina pectoris and preparation method of pharmaceutical composition","The invention discloses a pharmaceutical composition for treating angina pectoris and a preparation method of the pharmaceutical composition. The pharmaceutical composition is prepared from the following medicinal raw materials in a proportion: heteropappus altaicus cordia dichotoma fruit lomatogonium carinthiacum clerodendrin A bergenin and peimine. The medicine composition can be prepared according to a conventional preparation process to obtain various preparations and has a remarkable curative effect on treatment of angina pectoris.","1 a chinese traditional medicine for curing angina of coronary heart disease medicine composite wherein it is made of the medicine composition of the raw material medicine the component and weight parts as: Altair dog doll flower 250-270 weight the fruit 220-240 cloth wood weight rib post flower 200-220 parts by weight of haizhou changshan a pixel of 2-5 weight parts of purple bergenia element 0.5-0 7 weight parts of fritillaria thunbergii first pixel 0.1-0 3 weight.</claim-text>
  </claim>
  <claim num=""2"">
    <claim-text>According to claim 1 the invention claims a chinese traditional medicine for curing angina of coronary heart disease medicine composite wherein it is made of the medicine composition of the raw material medicine the component and weight parts as: Altair dog doll flower 260 parts by weight of the cloth wood fruit 230 weight rib post flower 210 weight haizhou changshan the use of a3 5 weight percent of purple bergenia element 0 6 weight parts of fritillaria thunbergii first element 0 2 part by weight.</claim-text>
  </claim>
  <claim num=""3"">
    <claim-text>According to claim 1 the invention claims a chinese traditional medicine for curing angina of coronary heart disease medicine compound wherein pharmaceutical composition can be used as the preparation of a conventional method to prepare into tablet capsule dripping pill.</claim-text>
  </claim>
  <claim num=""4"">
    <claim-text>4 according to claim 1 the invention claims a chinese traditional medicine for curing angina of coronary heart disease medicine compound wherein pharmaceutical composition and chemical medicine or traditional chinese medicine composition for treating coronary heart disease and angina pectoris medicine.</claim-text>
  </claim>
  <claim num=""5"">
    <claim-text>5 for curing angina of coronary heart disease medicine composition preparation method wherein according to the following steps preparing: Raw material medicine the component and weight parts as: Altair dog doll flower 250-270 weight the fruit 220-240 cloth wood weight rib post flower 200-220 parts by weight of haizhou changshan a pixel of 2-5 weight parts of purple bergenia element 0.5-0 7 weight parts of fritillaria thunbergii first element 0 1-0 3 weight; Method for preparing: Raw material medicine according to proportion extracting altair dog cloth doll flower and fruit mixing wood powder is 50 screen meshes by weight percentage concentration of 95% ethanol as solvent c 30 degree to percolate extracting the extracting time is 3 times every time extracting time is 2 hours every time the dose of the solvent is altair dog and the doll cloth wood the medicine material of the total weight of the 22 times to obtain dregs of decoction a and extract the extracting solution recycling ethanol and concentrating to dry to obtain extract a; According to the raw material proportion of the column rib the super fine crushing to 70 micron and the obtained in step a drug dregs mix evenly using weight percentage concentration of 85% ethanol as solvent end face wen c extracting and steeping in 2 times every time extracting time for each time 1 hour the dose of the solvent is the medicinal materials of the total weight of 18 times filtering to get filter liquid medicine dregs b and b; Medicine dregs b and then using the weight percentage concentration is 30% ethanol hot reflux extraction the extracting time is 2 times every time extracting time is 2 hours every time the using amount of the solvent is as the medicine material of the total weight of 10 times filtering to get filter liquid medicine dregs c and c to merge filter liquid filter liquid b and c recycling the ethanol concentration to the relative density of 1 09 filtering liquid medicine through xda 30 big hole absorption resin column firstly it is washed by water and then using the weight percentage concentration of 50% the ethanol solution of washing and dehydrating xda 30 big hole absorption resin column collecting weight percentage concentration of 50 % ethanol eluent recycles the ethanol concentration and drying to obtain extract b; Raw material medicine according to proportion extracting haizhou changshan bitter element a purple bergenia element fritillaria thunbergii first pixel mixing them uniformly orderly adding the extract extract a b mixing equably to get medicine composition.</claim-text>
  </claim>
  <claim num=""6"">
    <claim-text>6 according to claim 5 wherein said a chinese traditional medicine for curing angina of coronary heart disease medicine composition preparation method wherein according to the following steps preparing: Raw material medicine the component and weight parts as: Altair dog doll flower 260 parts by weight of the cloth wood fruit 230 weight rib post flower 210 weight haizhou changshan bitter element a 3.5 parts by weight of purple bergenia element 0.6 weight of fritillaria thunbergii jia elements 0.2 weight; Method for preparing: Raw material medicine according to proportion extracting altair dog cloth doll flower and fruit mixing wood powder is 50 screen meshes by weight percentage concentration of 95% ethanol as solvent c 30 degree to percolate extracting the extracting time is 3 times every time extracting time is 2 hours every time the dose of the solvent is altair dog and the doll cloth wood the medicine material of the total weight of the 22 times to obtain dregs of decoction a and extract the extracting solution recycling ethanol and concentrating to dry to obtain extract a; According to the raw material proportion of the column rib the super fine crushing to 70 micron and the obtained in step a drug dregs mix evenly using weight percentage concentration of 85% ethanol as solvent end face wen c extracting and steeping in 2 times every time extracting time for each time 1 hour the dose of the solvent is the medicinal materials of the total weight of 18 times filtering to get filter liquid medicine dregs b and b; Medicine dregs b and then using the weight percentage concentration is 30% ethanol hot reflux extraction the extracting time is 2 times every time extracting time is 2 hours every time the using amount of the solvent is as the medicine material of the total weight of 10 times filtering to get filter liquid medicine dregs c and c to merge filter liquid filter liquid b and c recycling the ethanol concentration to the relative density of 1 09 filtering liquid medicine through xda 30 big hole absorption resin column firstly it is washed by water and then using the weight percentage concentration of 50% the ethanol solution of washing and dehydrating xda 30 big hole absorption resin column collecting weight percentage concentration of 50 % ethanol eluent recycles the ethanol concentration and drying to obtain extract b; Raw material medicine according to proportion extracting haizhou changshan bitter element a purple bergenia element fritillaria thunbergii first pixel mixing them uniformly orderly adding the extract extract a b mixing equably to get medicine composition.</claim-text>
  </claim>
  <claim num=""7"">
    <claim-text>7 according to claim 5 wherein said a chinese traditional medicine for curing angina of coronary heart disease medicine composition preparation method wherein the medicine composition can be used as the preparation of a conventional method to prepare into tablet capsule dripping pill.</claim-text>
  </claim>
  <claim num=""8"">
    <claim-text>8 according to claim 5 wherein said a chinese traditional medicine for curing angina of coronary heart disease medicine composition preparation method wherein the medicine composition and the chemical medicine or traditional chinese medicine composition for treating coronary heart disease and angina pectoris medicine.</claim-text>
  </claim>
</claims>",523118000,A61K0036510000,"A61K03651000 | A61K03135700 | A61K03136500 | A61K03158000 | A61P00910000"
CN105168334,"Medicine composition for treating calculous cholecystitis and preparation method thereof","The invention discloses a medicine composition for treating calculous cholecystitis and a preparation method thereof. The medicine composition is prepared by taking heteropappus altaicus (willd) novopokr Indian trumetflower seeds marsh felwort clerodendrin A bergenin and peimine as crude drugs and proportioning. The medicine composition can be prepared into various preparations according to a conventional preparation process and has a remarkable curative effect on treating calculous cholecystitis.","1 a chinese traditional medicine for curing lithiasis and cholecystitis a pharmaceutical composition wherein it is made of the medicine composition of the raw material medicine the component and weight parts as: Altair dog doll flower 250-270 weight the fruit 220-240 cloth wood weight rib post flower 200-220 parts by weight of haizhou changshan a pixel of 2-5 weight parts of purple bergenia element 0.5-0 7 weight parts of fritillaria thunbergii first pixel 0.1-0 3 weight.</claim-text>
  </claim>
  <claim num=""2"">
    <claim-text>According to claim 1 the stone a traditional chinese medicine preparation for treating cholecystitis and pharmaceutical composition wherein it is made of the medicine composition of the raw material medicine the component and weight parts as: Altair dog doll flower 260 parts by weight of the cloth wood fruit 230 weight rib post flower 210 weight haizhou changshan the use of a3 5 weight percent of purple bergenia element 0 6 weight parts of fritillaria thunbergii first element 0 2 part by weight.</claim-text>
  </claim>
  <claim num=""3"">
    <claim-text>According to claim 1 the stone a traditional chinese medicine preparation for treating cholecystitis and pharmaceutical composition wherein the medicine composition can be used as the preparation of a conventional method to prepare into tablet capsule dripping pill.</claim-text>
  </claim>
  <claim num=""4"">
    <claim-text>4 according to claim 1 the stone a traditional chinese medicine preparation for treating cholecystitis and medicine compound wherein pharmaceutical composition and chemical medicine or traditional chinese medicine composition for treating concretion of cholecystitis traditional chinese medicine.</claim-text>
  </claim>
  <claim num=""5"">
    <claim-text>5 kinds of stone and treating cholecystitis of medicine composition preparation method wherein according to the following steps preparing: Raw material medicine the component and weight parts as: Altair dog doll flower 250-270 weight the fruit 220-240 cloth wood weight rib post flower 200-220 parts by weight of haizhou changshan a pixel of 2-5 weight parts of purple bergenia element 0.5-0 7 weight parts of fritillaria thunbergii first element 0 1-0 3 weight; Method for preparing: Raw material medicine according to proportion extracting altair dog cloth doll flower and fruit mixing wood powder is 50 screen meshes by weight percentage concentration of 95% ethanol as solvent c 30 degree to percolate extracting the extracting time is 3 times every time extracting time is 2 hours every time the dose of the solvent is altair dog and the doll cloth wood the medicine material of the total weight of the 22 times to obtain dregs of decoction a and extract the extracting solution recycling ethanol and concentrating to dry to obtain extract a; According to the raw material proportion of the column rib the super fine crushing to 70 micron and the obtained in step a drug dregs mix evenly using weight percentage concentration of 85% ethanol as solvent end face wen c extracting and steeping in 2 times every time extracting time for each time 1 hour the dose of the solvent is the medicinal materials of the total weight of 18 times filtering to get filter liquid medicine dregs b and b; Medicine dregs b and then using the weight percentage concentration is 30% ethanol hot reflux extraction the extracting time is 2 times every time extracting time is 2 hours every time the using amount of the solvent is as the medicine material of the total weight of 10 times filtering to get filter liquid medicine dregs c and c to merge filter liquid filter liquid b and c recycling the ethanol concentration to the relative density of 1 09 filtering liquid medicine through xda 30 big hole absorption resin column firstly it is washed by water and then using the weight percentage concentration of 50% the ethanol solution of washing and dehydrating xda 30 big hole absorption resin column collecting weight percentage concentration of 50 % ethanol eluent recycles the ethanol concentration and drying to obtain extract b; Raw material medicine according to proportion extracting haizhou changshan bitter element a purple bergenia element fritillaria thunbergii first pixel mixing them uniformly orderly adding the extract extract a b mixing equably to get medicine composition.</claim-text>
  </claim>
  <claim num=""6"">
    <claim-text>6 according to claim 5 wherein said a chinese traditional medicine for curing lithiasis and cholecystitis of medicine composition preparation method wherein according to the following steps preparing: Raw material medicine the component and weight parts as: Altair dog doll flower 260 parts by weight of the cloth wood fruit 230 weight rib post flower 210 weight haizhou changshan the use of a3 5 weight percent of purple bergenia element 0.6 weight of fritillaria thunbergii jia elements 0.2 weight; Method for preparing: Raw material medicine according to proportion extracting altair dog cloth doll flower and fruit mixing wood powder is 50 screen meshes by weight percentage concentration of 95% ethanol as solvent c 30 degree to percolate extracting the extracting time is 3 times every time extracting time is 2 hours every time the dose of the solvent is altair dog and the doll cloth wood the medicine material of the total weight of the 22 times to obtain dregs of decoction a and extract the extracting solution recycling ethanol and concentrating to dry to obtain extract a; According to the raw material proportion of the column rib the super fine crushing to 70 micron and the obtained in step a drug dregs mix evenly using weight percentage concentration of 85% ethanol as solvent end face wen c extracting and steeping in 2 times every time extracting time for each time 1 hour the dose of the solvent is the medicinal materials of the total weight of 18 times filtering to get filter liquid medicine dregs b and b; Medicine dregs b and then using the weight percentage concentration is 30% ethanol hot reflux extraction the extracting time is 2 times every time extracting time is 2 hours every time the using amount of the solvent is as the medicine material of the total weight of 10 times filtering to get filter liquid medicine dregs c and c to merge filter liquid filter liquid b and c recycling the ethanol concentration to the relative density of 1 09 filtering liquid medicine through xda 30 big hole absorption resin column firstly it is washed by water and then using the weight percentage concentration of 50% the ethanol solution of washing and dehydrating xda 30 big hole absorption resin column collecting weight percentage concentration of 50 % ethanol eluent recycles the ethanol concentration and drying to obtain extract b; Raw material medicine according to proportion extracting haizhou changshan bitter element a purple bergenia element fritillaria thunbergii first pixel mixing them uniformly orderly adding the extract extract a b mixing equably to get medicine composition.</claim-text>
  </claim>
  <claim num=""7"">
    <claim-text>7 according to claim 5 wherein said a chinese traditional medicine for curing lithiasis and cholecystitis of medicine composition preparation method wherein the medicine composition can be used as the preparation of a conventional method to prepare into tablet capsule dripping pill.</claim-text>
  </claim>
  <claim num=""8"">
    <claim-text>8 according to claim 5 wherein said a chinese traditional medicine for curing lithiasis and cholecystitis of medicine composition preparation method wherein the medicine composition and the chemical medicine or traditional chinese medicine composition for treating concretion of cholecystitis traditional chinese medicine.</claim-text>
  </claim>
</claims>",523118000,A61K0036510000,"A61K03651000 | A61K03133500 | A61K03136600 | A61K03158000 | A61P00116000"
CN205233556,"Clothing body prototype of barbie doll","The utility model relates to a clothing body prototype of barbie doll is applicable to the barbie doll that height is 29 -30cm including the with one&#39;s clothes on piece after one&#39;s death of clothing body anter its characterized in that: the clothing summit of piece after one&#39;s death is rear side neck point collare point is established to rear side neck point left side lower part be connected through the pitch arc of indent between rear side neck point and the collare point and probe distance is 1.1cm between rear side neck point and the collare point perpendicular distance is 0.5cm between rear side neck point and the collare point back porch point is established to rear side neck point right side lower part the straight line is connected between rear side neck point and the back porch point and the distance between collare point and the back porch point is the back shoulder width back shoulder width is 2.5cm perpendicular distance is 0.6cm between rear side neck point and the back porch point compared with the prior art the utility model has the advantages of: the utility model provides a clothing body prototype of barbie doll provides certain theoretical foundation for the design and production of barbie doll clothing body.","1 this utility model claims a doll * ratio of the clothes body the model is suitable for the height is 29-30 cm * ratio of the doll it comprises coat body and the front sheet back sheet body wherein the: Said clothes body the back sheet the top point of the back side of the back side of neck neck point left side is set on the lower part of the neck of the back side of neck neck and back point is set between the concave arc line connected with the back side of neck neck and back point is set between the horizontal distance is 1 lcm back side of neck neck and back point is set between the vertical distance is 0.5 cm; The back side of neck of the left and right side is set on the lower part of the shoulder point the back side of neck and shoulder point of the straight line between the connecting point and the back and neck shoulder point the distance between as the shoulder width of the shoulder width is 2.5 to the back side of neck and shoulder point between the vertical distance is 0 to 0.6; The neck of the vertical is set under the back waist centre point of the neck point and the back waist the center point is set between the back of the center line of the back of the center line of length of 5.8 cm; Back shoulder point of left and right side is set on the lower part of the axillary point and shoulder point and the back of armpit of the vertical distance between the 2.27 cm the armpit and the back point between the central lines of the vertical line as the chest circumference line and then chest circumference line is 3.2; Back shoulder point and the back of axillary point between the inner concave arc line connected with the concave circular arc form a back sleeve cage arc; Back shoulder point is set on left side of back width line width of line and the back and chest circumference and vertical line and the back of armhole arc tangent point as cut line of centre point of back width; The axillary point left side is set under the back waist side of the axillary point and the back waist side point is set between the straight line is connected with the back of axillary point and the back waist side node between the straight line is the back side cracks axillary point and wire and back waist side of the vertical distance between as axillary 3.61 cm the front and back point and the back waist side node between the level of the distance cm is 0.51; The back sheet is set with a back waist shandong province top point and the chest line of the vertical distance is 0.43 cm and the back of the central line of horizontal distance is 1.3 or less average; And back waist of point in horizontal direction the left and right icm is saving and back waist opening the first point the back waist of point in horizontal direction the left and right 1.6 cu is set at the back waist saving the opening of the second point and back waist saving the opening of the second point and the back side of the waist is set between the inner concave arc wire is connected with the said clothes body front piece of the top point to point front side of front side of neck neck of the left and right side is set on the lower part of front neck journal of front side of the front neck point is set between the inner concave arc line is connected with the front side of neck neck and the front point between the horizontal distance is lower cm of front side of neck of the front neck point between the vertical distance is 0.8 cm; Front neck point of the vertical is set under the front waist centre point of front neck point and front waist the center point is set between the front of the center line of the front of the center line of length 5.7 cm; Front side of neck point left side is set on the lower part of the front shoulder point of front side of neck and shoulder point between the straight line is connected with the front shoulder point of the front neck point between the horizontal distance is 2.4 cm of front side of neck and shoulder point between the vertical distance is 0.2 cm; Shoulder point left side is set on the lower part of the front of the axillary point front shoulder point of the front of armpit of the vertical distance between the front of axillary 1.46 cm and the front point between the central lines of the vertical line in the front chest circumference line and the front chest circumference line 2.98 cm; Front shoulder point of the front of axillary point between the inner concave arc line connected with the concave circular arc line which is composed of front sleeve cage arc shoulder point is set on left side of chest wide width wire chest wide line and front chest circumference and vertical line and the front of armhole arc tangent point of the chest wide line of the three equal points; Front of axillary point left side is set under the front waist point front side of axillary point and the front waist side point is set between the straight line is connected with the front of axillary point and the front waist side node between the straight line in the front side of front side of sewing line sewing line sewing line and the back side the same length; Front side of the point and the front waist middle point between the horizontal distance is 4.41 cm vertical distance is 1.39 cm front waist of point in horizontal direction the left and right 2.78 cm the front waist line of turning point of front side of the point of the front waist line of turning point between the straight line is connected with the front waist line of a part of the; Clothes body sheet is set with front chest convex point the salient point distance of centre point of front waist the horizontal distance is 1.2 to vertical distance is 2.9 cm; Front sheet is set at chest and waist province front waist of point in horizontal direction the left and right chest and waist is 1.2 to save the opening of the first point front waist line distance of front side of gap line i 08cm is shandong chest and waist opening the second point.",002255000,A41D0027000000,A41D02700000
